Средство;Широта;Долгота
09 11:16:11  ;  54.861015 ;  38.96875  
09 11:16:16  ;  54.858456667 ;  38.974895  
09 11:16:21  ;  54.85591 ;  38.981038333  
09 11:16:26  ;  54.853365 ;  38.987183333  
09 11:16:31  ;  54.850815 ;  38.993333333  
09 11:16:36  ;  54.84826 ;  38.99948  
09 11:16:41  ;  54.845708333 ;  39.005611667  
09 11:16:46  ;  54.843156667 ;  39.011728333  
09 11:16:51  ;  54.840603333 ;  39.017845  
09 11:16:56  ;  54.838048333 ;  39.023963333  
09 11:17:01  ;  54.835495 ;  39.030083333  
09 11:17:06  ;  54.832943333 ;  39.036195  
09 11:17:11  ;  54.830388333 ;  39.042298333  
09 11:17:16  ;  54.827833333 ;  39.048393333  
09 11:17:21  ;  54.82528 ;  39.054488333  
09 11:17:26  ;  54.82273 ;  39.060593333  
09 11:17:31  ;  54.820186667 ;  39.066686667  
09 11:17:36  ;  54.817646667 ;  39.072773333  
09 11:17:41  ;  54.815098333 ;  39.078866667  
09 11:17:46  ;  54.812543333 ;  39.08495  
09 11:17:51  ;  54.809981667 ;  39.091026667  
09 11:17:56  ;  54.807425 ;  39.097088333  
09 11:18:01  ;  54.804865 ;  39.10315  
09 11:18:06  ;  54.802308333 ;  39.109223333  
09 11:18:11  ;  54.79976 ;  39.11531  
09 11:18:16  ;  54.797205 ;  39.121405  
09 11:18:21  ;  54.794636667 ;  39.127505  
09 11:18:26  ;  54.792061667 ;  39.133588333  
09 11:18:31  ;  54.789488333 ;  39.139661667  
09 11:18:36  ;  54.786915 ;  39.145738333  
09 11:18:41  ;  54.784293333 ;  39.151786667  
09 11:18:46  ;  54.781626667 ;  39.157791667  
09 11:18:51  ;  54.778975 ;  39.1638  
09 11:18:56  ;  54.77634 ;  39.169808333  
09 11:19:01  ;  54.773716667 ;  39.175826667  
09 11:19:06  ;  54.771083333 ;  39.18187  
09 11:19:11  ;  54.768375 ;  39.18791  
09 11:19:16  ;  54.76545 ;  39.193746667  
09 11:19:21  ;  54.76231 ;  39.199313333  
09 11:19:26  ;  54.758923333 ;  39.204576667  
09 11:19:31  ;  54.755305 ;  39.209456667  
09 11:19:36  ;  54.751478333 ;  39.213945  
09 11:19:41  ;  54.747461667 ;  39.218038333  
09 11:19:46  ;  54.743261667 ;  39.221693333  
09 11:19:51  ;  54.738925 ;  39.224896667  
09 11:19:56  ;  54.734465 ;  39.227668333  
09 11:20:01  ;  54.729896667 ;  39.229965  
09 11:20:06  ;  54.725186667 ;  39.231728333  
09 11:20:11  ;  54.720423333 ;  39.233215  
09 11:20:16  ;  54.715765 ;  39.235398333  
09 11:20:21  ;  54.711316667 ;  39.238653333  
09 11:20:26  ;  54.707211667 ;  39.242983333  
09 11:20:31  ;  54.703801667 ;  39.248676667  
09 11:20:36  ;  54.701381667 ;  39.2558  
09 11:20:41  ;  54.700135 ;  39.26366  
09 11:20:46  ;  54.70006 ;  39.27151  
09 11:20:51  ;  54.701226667 ;  39.279145  
09 11:20:56  ;  54.70352 ;  39.28591  
09 11:21:01  ;  54.706683333 ;  39.291243333  
09 11:21:06  ;  54.710626667 ;  39.29488  
09 11:21:11  ;  54.715023333 ;  39.296918333  
09 11:21:16  ;  54.719538333 ;  39.296768333  
09 11:21:21  ;  54.723841667 ;  39.294348333  
09 11:21:26  ;  54.727685 ;  39.290028333  
09 11:21:31  ;  54.73069 ;  39.283701667  
09 11:21:36  ;  54.733028333 ;  39.276463333  
09 11:21:41  ;  54.735246667 ;  39.269391667  
09 11:21:46  ;  54.73753 ;  39.262443333  
09 11:21:51  ;  54.739953333 ;  39.255658333  
09 11:21:56  ;  54.742496667 ;  39.249023333  
09 11:22:01  ;  54.745068333 ;  39.24244  
09 11:22:06  ;  54.747668333 ;  39.2359  
09 11:22:11  ;  54.750275 ;  39.229368333  
09 11:22:16  ;  54.752873333 ;  39.222826667  
09 11:22:21  ;  54.755461667 ;  39.216271667  
09 11:22:26  ;  54.758053333 ;  39.209716667  
09 11:22:31  ;  54.760641667 ;  39.20317  
09 11:22:36  ;  54.763226667 ;  39.196645  
09 11:22:41  ;  54.765811667 ;  39.190135  
09 11:22:46  ;  54.768435 ;  39.183683333  
09 11:22:51  ;  54.77109 ;  39.177276667  
09 11:22:56  ;  54.773736667 ;  39.170861667  
09 11:23:01  ;  54.776373333 ;  39.164431667  
09 11:23:06  ;  54.778996667 ;  39.157985  
09 11:23:11  ;  54.781615 ;  39.151523333  
09 11:23:16  ;  54.784225 ;  39.145053333  
09 11:23:21  ;  54.786831667 ;  39.138576667  
09 11:23:26  ;  54.789435 ;  39.132098333  
09 11:23:31  ;  54.792033333 ;  39.12562  
09 11:23:36  ;  54.794633333 ;  39.119136667  
09 11:23:41  ;  54.797235 ;  39.112645  
09 11:23:46  ;  54.79984 ;  39.106161667  
09 11:23:51  ;  54.802445 ;  39.09969  
09 11:23:56  ;  54.805045 ;  39.093226667  
09 11:24:01  ;  54.80765 ;  39.086758333  
09 11:24:06  ;  54.810261667 ;  39.080283333  
09 11:24:11  ;  54.812888333 ;  39.073815  
09 11:24:16  ;  54.815511667 ;  39.06736  
09 11:24:21  ;  54.818118333 ;  39.060913333  
09 11:24:26  ;  54.820713333 ;  39.05447  
09 11:24:31  ;  54.823311667 ;  39.048023333  
09 11:24:36  ;  54.825925 ;  39.041585  
09 11:24:41  ;  54.82858 ;  39.035208333  
09 11:24:46  ;  54.83128 ;  39.028906667  
09 11:24:51  ;  54.833976667 ;  39.022613333  
09 11:24:56  ;  54.836656667 ;  39.016311667  
09 11:25:01  ;  54.83932 ;  39.009991667  
09 11:25:06  ;  54.841973333 ;  39.003653333  
09 11:25:11  ;  54.84462 ;  38.997303333  
09 11:25:16  ;  54.847261667 ;  38.990956667  
09 11:25:21  ;  54.8499 ;  38.98461  
09 11:25:26  ;  54.852538333 ;  38.978271667  
09 11:25:31  ;  54.855173333 ;  38.971945  
09 11:25:36  ;  54.85781 ;  38.96563  
09 11:25:41  ;  54.860441667 ;  38.959316667  
09 11:25:46  ;  54.863071667 ;  38.953008333  
09 11:25:51  ;  54.865698333 ;  38.946698333  
09 11:25:56  ;  54.868313333 ;  38.940381667  
09 11:26:01  ;  54.870925 ;  38.934066667  
09 11:26:06  ;  54.873531667 ;  38.927748333  
09 11:26:11  ;  54.876138333 ;  38.92143  
09 11:26:16  ;  54.878748333 ;  38.915121667  
09 11:26:21  ;  54.881356667 ;  38.90882  
09 11:26:26  ;  54.883961667 ;  38.902521667  
09 11:26:31  ;  54.886563333 ;  38.89623  
09 11:26:36  ;  54.889158333 ;  38.88994  
09 11:26:41  ;  54.891763333 ;  38.88366  
09 11:26:46  ;  54.894426667 ;  38.877478333  
09 11:26:51  ;  54.89714 ;  38.871388333  
09 11:26:56  ;  54.899848333 ;  38.865306667  
09 11:27:01  ;  54.902538333 ;  38.859218333  
09 11:27:06  ;  54.905213333 ;  38.853118333  
09 11:27:11  ;  54.907881667 ;  38.846998333  
09 11:27:16  ;  54.91056 ;  38.840875  
09 11:27:21  ;  54.913245 ;  38.834763333  
09 11:27:26  ;  54.915933333 ;  38.828673333  
09 11:27:31  ;  54.918621667 ;  38.822591667  
09 11:27:36  ;  54.92131 ;  38.81651  
09 11:27:41  ;  54.924001667 ;  38.81043  
09 11:27:46  ;  54.926688333 ;  38.804345  
09 11:27:51  ;  54.929371667 ;  38.798248333  
09 11:27:56  ;  54.932051667 ;  38.792151667  
09 11:28:01  ;  54.934733333 ;  38.78605  
09 11:28:06  ;  54.937418333 ;  38.77995  
09 11:28:11  ;  54.940105 ;  38.77385  
09 11:28:16  ;  54.942796667 ;  38.767756667  
09 11:28:21  ;  54.945491667 ;  38.761665  
09 11:28:26  ;  54.948188333 ;  38.755568333  
09 11:28:31  ;  54.950885 ;  38.749455  
09 11:28:36  ;  54.953585 ;  38.74333  
09 11:28:41  ;  54.956288333 ;  38.737206667  
09 11:28:46  ;  54.958995 ;  38.7311  
09 11:28:51  ;  54.9617 ;  38.725011667  
09 11:28:56  ;  54.964405 ;  38.718926667  
09 11:29:01  ;  54.967115 ;  38.712835  
09 11:29:06  ;  54.969823333 ;  38.706735  
09 11:29:11  ;  54.972531667 ;  38.700633333  
09 11:29:16  ;  54.975235 ;  38.69453  
09 11:29:21  ;  54.977936667 ;  38.688431667  
09 11:29:26  ;  54.980635 ;  38.682338333  
09 11:29:31  ;  54.983335 ;  38.676248333  
09 11:29:36  ;  54.986036667 ;  38.670161667  
09 11:29:41  ;  54.988746667 ;  38.66408  
09 11:29:46  ;  54.991476667 ;  38.65801  
09 11:29:51  ;  54.994216667 ;  38.651951667  
09 11:29:56  ;  54.996951667 ;  38.6459  
09 11:30:01  ;  54.99967 ;  38.639848333  
09 11:30:06  ;  55.002378333 ;  38.633788333  
09 11:30:11  ;  55.005081667 ;  38.627726667  
09 11:30:16  ;  55.007786667 ;  38.621668333  
09 11:30:21  ;  55.010491667 ;  38.61562  
09 11:30:26  ;  55.013203333 ;  38.60958  
09 11:30:31  ;  55.015915 ;  38.603543333  
09 11:30:36  ;  55.018621667 ;  38.597503333  
09 11:30:41  ;  55.021318333 ;  38.591455  
09 11:30:46  ;  55.023968333 ;  38.58533  
09 11:30:51  ;  55.026601667 ;  38.57913  
09 11:30:56  ;  55.029231667 ;  38.57293  
09 11:31:01  ;  55.03187 ;  38.566753333  
09 11:31:06  ;  55.034513333 ;  38.560588333  
09 11:31:11  ;  55.037165 ;  38.554446667  
09 11:31:16  ;  55.039816667 ;  38.548321667  
09 11:31:21  ;  55.042461667 ;  38.542208333  
09 11:31:26  ;  55.045098333 ;  38.536095  
09 11:31:31  ;  55.047731667 ;  38.529981667  
09 11:31:36  ;  55.050366667 ;  38.523856667  
09 11:31:41  ;  55.053008333 ;  38.517723333  
09 11:31:46  ;  55.055655 ;  38.511581667  
09 11:31:51  ;  55.058303333 ;  38.505441667  
09 11:31:56  ;  55.060943333 ;  38.499303333  
09 11:32:01  ;  55.063575 ;  38.493163333  
09 11:32:06  ;  55.066195 ;  38.487021667  
09 11:32:11  ;  55.068811667 ;  38.480886667  
09 11:32:16  ;  55.07143 ;  38.474758333  
09 11:32:21  ;  55.074055 ;  38.468636667  
09 11:32:26  ;  55.076678333 ;  38.462516667  
09 11:32:31  ;  55.079296667 ;  38.456398333  
09 11:32:36  ;  55.08191 ;  38.450271667  
09 11:32:41  ;  55.084531667 ;  38.444131667  
09 11:32:46  ;  55.08716 ;  38.437978333  
09 11:32:51  ;  55.089788333 ;  38.431818333  
09 11:32:56  ;  55.092423333 ;  38.425666667  
09 11:33:01  ;  55.095256667 ;  38.419811667  
09 11:33:06  ;  55.098488333 ;  38.414676667  
09 11:33:11  ;  55.102081667 ;  38.410416667  
09 11:33:16  ;  55.105943333 ;  38.407083333  
09 11:33:21  ;  55.110006667 ;  38.404713333  
09 11:33:26  ;  55.114211667 ;  38.40334  
09 11:33:31  ;  55.11847 ;  38.40273  
09 11:33:36  ;  55.12272 ;  38.40229  
09 11:33:41  ;  55.126955 ;  38.401873333  
09 11:33:46  ;  55.131221667 ;  38.401328333  
09 11:33:51  ;  55.135538333 ;  38.400678333  
09 11:33:56  ;  55.139883333 ;  38.399633333  
09 11:34:01  ;  55.144253333 ;  38.39823  
09 11:34:06  ;  55.148673333 ;  38.396705  
09 11:34:11  ;  55.153191667 ;  38.395083333  
09 11:34:16  ;  55.157841667 ;  38.39345  
09 11:34:21  ;  55.162606667 ;  38.391795  
09 11:34:26  ;  55.167476667 ;  38.390126667  
09 11:34:31  ;  55.172446667 ;  38.388441667  
09 11:34:36  ;  55.17752 ;  38.386748333  
09 11:34:41  ;  55.182685 ;  38.385045  
09 11:34:46  ;  55.18793 ;  38.38333  
09 11:34:51  ;  55.19323 ;  38.381568333  
09 11:34:56  ;  55.19857 ;  38.379748333  
09 11:35:01  ;  55.203936667 ;  38.377866667  
09 11:35:06  ;  55.209313333 ;  38.375926667  
09 11:35:11  ;  55.21469 ;  38.37393  
09 11:35:16  ;  55.220056667 ;  38.371903333  
09 11:35:21  ;  55.225418333 ;  38.369871667  
09 11:35:26  ;  55.23076 ;  38.36784  
09 11:35:31  ;  55.23607 ;  38.365811667  
09 11:35:36  ;  55.241373333 ;  38.36388  
09 11:35:41  ;  55.246655 ;  38.361971667  
09 11:35:46  ;  55.251946667 ;  38.36012  
09 11:35:51  ;  55.257283333 ;  38.358708333  
09 11:35:56  ;  55.262705 ;  38.35832  
09 11:36:01  ;  55.268135 ;  38.358948333  
09 11:36:06  ;  55.273528333 ;  38.360708333  
09 11:36:11  ;  55.278801667 ;  38.363521667  
09 11:36:16  ;  55.283885 ;  38.36731  
09 11:36:21  ;  55.288728333 ;  38.371958333  
09 11:36:26  ;  55.2934 ;  38.377088333  
09 11:36:31  ;  55.297996667 ;  38.382371667  
09 11:36:36  ;  55.302416667 ;  38.388071667  
09 11:36:41  ;  55.30673 ;  38.394023333  
09 11:36:46  ;  55.311026667 ;  38.400006667  
09 11:36:51  ;  55.31532 ;  38.405993333  
09 11:36:56  ;  55.319618333 ;  38.411968333  
09 11:37:01  ;  55.323906667 ;  38.417948333  
09 11:37:06  ;  55.328173333 ;  38.423958333  
09 11:37:11  ;  55.332415 ;  38.429986667  
09 11:37:16  ;  55.33663 ;  38.436008333  
09 11:37:21  ;  55.340833333 ;  38.442051667  
09 11:37:26  ;  55.345001667 ;  38.447993333  
09 11:37:31  ;  55.349131667 ;  38.45387  
09 11:37:36  ;  55.353216667 ;  38.459696667  
09 11:37:41  ;  55.357266667 ;  38.465483333  
09 11:37:46  ;  55.361288333 ;  38.47125  
09 11:37:51  ;  55.365296667 ;  38.476995  
09 11:37:56  ;  55.369313333 ;  38.482706667  
09 11:38:01  ;  55.373341667 ;  38.488401667  
09 11:38:06  ;  55.377393333 ;  38.494093333  
09 11:38:11  ;  55.381461667 ;  38.499803333  
09 11:38:16  ;  55.385538333 ;  38.505535  
09 11:38:21  ;  55.389606667 ;  38.511301667  
09 11:38:26  ;  55.393663333 ;  38.517116667  
09 11:38:31  ;  55.397701667 ;  38.522971667  
09 11:38:36  ;  55.402058333 ;  38.528086667  
09 11:38:41  ;  55.406891667 ;  38.531616667  
09 11:38:46  ;  55.41216 ;  38.533495  
09 11:38:51  ;  55.417338333 ;  38.533195  
09 11:38:56  ;  55.422108333 ;  38.53001  
09 11:39:01  ;  55.426196667 ;  38.524463333  
09 11:39:06  ;  55.429535 ;  38.517706667  
09 11:39:11  ;  55.43206 ;  38.509906667  
09 11:39:16  ;  55.433526667 ;  38.501075  
09 11:39:21  ;  55.433531667 ;  38.491263333  
09 11:39:26  ;  55.432295 ;  38.481576667  
09 11:39:31  ;  55.430266667 ;  38.472566667  
09 11:39:36  ;  55.428065 ;  38.463813333  
09 11:39:41  ;  55.425838333 ;  38.455151667  
09 11:39:46  ;  55.423773333 ;  38.446421667  
09 11:39:51  ;  55.422216667 ;  38.43748  
09 11:39:56  ;  55.421493333 ;  38.428403333  
09 11:40:01  ;  55.421933333 ;  38.41944  
09 11:40:06  ;  55.423345 ;  38.411021667  
09 11:40:11  ;  55.425581667 ;  38.403458333  
09 11:40:16  ;  55.42856 ;  38.397085  
09 11:40:21  ;  55.431873333 ;  38.391456667  
09 11:40:26  ;  55.435035 ;  38.386095  
09 11:40:31  ;  55.437701667 ;  38.380746667  
09 11:40:36  ;  55.439933333 ;  38.375076667  
09 11:40:41  ;  55.442005 ;  38.369375  
09 11:40:46  ;  55.444058333 ;  38.363905  
09 11:40:51  ;  55.446098333 ;  38.358953333  
09 11:40:56  ;  55.448043333 ;  38.354463333  
09 11:41:01  ;  55.450095 ;  38.350106667  
09 11:41:06  ;  55.452476667 ;  38.346261667  
09 11:41:11  ;  55.455053333 ;  38.342873333  
09 11:41:16  ;  55.457556667 ;  38.339338333  
09 11:41:21  ;  55.45976 ;  38.335203333  
09 11:41:26  ;  55.46155 ;  38.330443333  
09 11:41:31  ;  55.463201667 ;  38.325601667  
09 11:41:36  ;  55.465013333 ;  38.321133333  
09 11:41:41  ;  55.467076667 ;  38.317183333  
09 11:41:46  ;  55.469256667 ;  38.313745  
09 11:41:51  ;  55.471581667 ;  38.310463333  
09 11:41:56  ;  55.473938333 ;  38.307056667  
09 11:42:01  ;  55.476265 ;  38.303493333  
09 11:42:06  ;  55.478381667 ;  38.299655  
09 11:42:11  ;  55.480203333 ;  38.295538333  
09 11:42:16  ;  55.48179 ;  38.291245  
09 11:42:21  ;  55.483408333 ;  38.287008333  
09 11:42:26  ;  55.48509 ;  38.282805  
09 11:42:31  ;  55.486943333 ;  38.278486667  
09 11:42:36  ;  55.48894 ;  38.274175  
09 11:42:41  ;  55.491081667 ;  38.270035  
09 11:42:46  ;  55.493346667 ;  38.266193333  
09 11:42:51  ;  55.495576667 ;  38.262608333  
09 11:42:56  ;  55.497866667 ;  38.259245  
09 11:43:01  ;  55.500113333 ;  38.255643333  
09 11:43:06  ;  55.502198333 ;  38.251658333  
09 11:43:11  ;  55.504071667 ;  38.247406667  
09 11:43:16  ;  55.50593 ;  38.243213333  
09 11:43:21  ;  55.507833333 ;  38.23915  
09 11:43:26  ;  55.509815 ;  38.235258333  
09 11:43:31  ;  55.511775 ;  38.23133  
09 11:43:36  ;  55.5137 ;  38.227448333  
09 11:43:41  ;  55.515608333 ;  38.22367  
09 11:43:46  ;  55.517505 ;  38.219945  
09 11:43:51  ;  55.519395 ;  38.216216667  
09 11:43:56  ;  55.521233333 ;  38.212466667  
09 11:44:01  ;  55.523031667 ;  38.208816667  
09 11:44:06  ;  55.52484 ;  38.205265  
09 11:44:11  ;  55.526618333 ;  38.201668333  
09 11:44:16  ;  55.528455 ;  38.198066667  
09 11:44:21  ;  55.530278333 ;  38.19449  
09 11:44:26  ;  55.532091667 ;  38.19086  
09 11:44:31  ;  55.53394 ;  38.187291667  
09 11:44:36  ;  55.535735 ;  38.18382  
09 11:44:41  ;  55.537443333 ;  38.180423333  
09 11:44:46  ;  55.53908 ;  38.177175  
09 11:44:51  ;  55.540653333 ;  38.174063333  
09 11:44:56  ;  55.54215 ;  38.171088333  
09 11:45:01  ;  55.543593333 ;  38.168251667  
09 11:45:06  ;  55.544973333 ;  38.1655  
09 11:45:11  ;  55.546303333 ;  38.162841667  
09 11:45:16  ;  55.547588333 ;  38.160276667  
09 11:45:21  ;  55.548841667 ;  38.157786667  
09 11:45:26  ;  55.550066667 ;  38.155368333  
09 11:45:31  ;  55.551213333 ;  38.153081667  
09 11:45:36  ;  55.552205 ;  38.151085  
09 11:45:41  ;  55.553066667 ;  38.149368333  
09 11:45:46  ;  55.553813333 ;  38.147891667  
09 11:45:51  ;  55.554468333 ;  38.146573333  
09 11:45:56  ;  55.555093333 ;  38.145323333  
09 11:46:01  ;  55.55569 ;  38.14412  
09 11:46:06  ;  55.556266667 ;  38.142966667  
09 11:46:11  ;  55.556815 ;  38.141868333  
09 11:46:16  ;  55.557346667 ;  38.140835  
09 11:46:21  ;  55.557848333 ;  38.139848333  
09 11:46:26  ;  55.558326667 ;  38.138903333  
09 11:46:31  ;  55.558781667 ;  38.13799  
09 11:46:36  ;  55.559226667 ;  38.137116667  
09 11:46:41  ;  55.559655 ;  38.136266667  
09 11:46:46  ;  55.560075 ;  38.13544  
09 11:46:51  ;  55.560483333 ;  38.13463  
09 11:46:56  ;  55.560888333 ;  38.133823333  
09 11:47:01  ;  55.561293333 ;  38.133025  
09 11:47:06  ;  55.561693333 ;  38.132233333  
09 11:47:11  ;  55.562075 ;  38.131471667  
09 11:47:16  ;  55.562375 ;  38.130888333  
09 11:47:21  ;  55.56263 ;  38.130381667  
09 11:47:26  ;  55.562851667 ;  38.129958333  
09 11:47:31  ;  55.56304 ;  38.12959  
09 11:47:36  ;  55.563161667 ;  38.129358333  
09 11:47:41  ;  55.563308333 ;  38.129225  
09 11:47:46  ;  55.56348 ;  38.129221667  
09 11:47:51  ;  55.563675 ;  38.129308333  
09 11:47:56  ;  55.56387 ;  38.129431667  
09 11:48:01  ;  55.564043333 ;  38.129553333  
09 11:48:06  ;  55.564208333 ;  38.129666667  
09 11:48:11  ;  55.56438 ;  38.12978  
09 11:48:16  ;  55.564558333 ;  38.129898333  
09 11:48:21  ;  55.564748333 ;  38.13002  
09 11:48:26  ;  55.564958333 ;  38.13015  
09 11:48:31  ;  55.5652 ;  38.130313333  
09 11:48:36  ;  55.565446667 ;  38.130485  
09 11:48:41  ;  55.565643333 ;  38.130606667  
09 11:48:46  ;  55.565836667 ;  38.130721667  
09 11:48:51  ;  55.56602 ;  38.130841667  
09 11:48:56  ;  55.566193333 ;  38.130956667  
09 11:49:01  ;  55.566365 ;  38.131073333  
09 11:49:06  ;  55.566555 ;  38.131191667  
09 11:49:11  ;  55.566751667 ;  38.131283333  
09 11:49:16  ;  55.566936667 ;  38.131375  
09 11:49:21  ;  55.567105 ;  38.131486667  
09 11:49:26  ;  55.567295 ;  38.1316  
09 11:49:31  ;  55.567415 ;  38.131701667  
09 11:49:36  ;  55.56753 ;  38.131808333  
09 11:49:41  ;  55.567613333 ;  38.132  
09 11:49:46  ;  55.567648333 ;  38.132253333  
09 11:49:51  ;  55.567678333 ;  38.132511667  
09 11:49:56  ;  55.567666667 ;  38.132775  
09 11:50:01  ;  55.567658333 ;  38.13306  
09 11:50:06  ;  55.56765 ;  38.133375  
09 11:50:11  ;  55.567635 ;  38.133736667  
09 11:50:16  ;  55.567613333 ;  38.13411  
09 11:50:21  ;  55.567616667 ;  38.1345  
09 11:50:26  ;  55.567606667 ;  38.134885  
09 11:50:31  ;  55.567598333 ;  38.135233333  
09 11:50:36  ;  55.567605 ;  38.13562  
09 11:50:41  ;  55.567621667 ;  38.136063333  
09 11:50:46  ;  55.567618333 ;  38.136541667  
09 11:50:51  ;  55.567628333 ;  38.136966667  
09 11:50:56  ;  55.567625 ;  38.137336667  
09 11:51:01  ;  55.567621667 ;  38.13768  
09 11:51:06  ;  55.567621667 ;  38.138031667  
09 11:51:11  ;  55.567618333 ;  38.138423333  
09 11:51:16  ;  55.56762 ;  38.138765  
09 11:51:21  ;  55.567618333 ;  38.139123333  
09 11:51:26  ;  55.567621667 ;  38.139505  
